Country Name	Indicator Name	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
Germany	Merchandise exports (current US$)	11416000000	12651000000	13244000000	14578000000	16230000000	17913000000	20157000000	21761000000	24888000000	28852000000	34228000000	38845000000	46737000000	67563000000	89368000000	90176000000	1.02162E+11	1.18072E+11	1.42453E+11	1.71804E+11	1.9286E+11	1.76047E+11	1.76424E+11	1.69417E+11	1.71735E+11	1.83933E+11	2.43326E+11	2.94369E+11	3.23323E+11	3.41231E+11	4.211E+11	4.02843E+11	4.30042E+11	3.80096E+11	4.26935E+11	5.23461E+11	5.24649E+11	5.12891E+11	5.43752E+11	5.43539E+11	5.5181E+11	5.71645E+11	6.15831E+11	7.5156E+11	9.09887E+11	9.70914E+11	1.10811E+12	1.32121E+12	1.44617E+12	1.12004E+12	1.25892E+12	1.47399E+12	1.40111E+12	1.44507E+12	1.49421E+12	1.32621E+12	1.33436E+12	1.44819E+12	1.56082E+12
Djibouti	Merchandise exports (current US$)	21000000	22000000	25000000	22000000	24000000	28000000	27000000	23000000	12000000	12000000	10000000	5000000	8000000	19000000	21000000	15000000	16000000	19000000	18000000	11000000	13000000	9000000	13000000	11000000	13000000	14000000	20000000	28000000	23000000	25000000	25000000	17000000	16000000	12000000	12000000	14000000	29000000	31000000	28000000	28000000	32000000	32000000	36000000	37000000	38000000	40000000	55000000	58000000	69000000	77000000	85000000	93000000	118000000	120000000	129000000	134000000	139000000	142000000	168000000
Dominica	Merchandise exports (current US$)	4000000	4000000	4000000	5000000	5000000	6000000	6000000	6000000	6000000	7000000	6000000	6000000	7000000	9000000	10000000	11000000	11000000	12000000	16000000	9000000	10000000	19000000	24000000	27000000	26000000	28000000	43000000	48000000	54000000	45000000	55000000	54000000	53000000	48000000	47000000	45000000	51000000	52000000	62000000	56000000	54000000	44000000	43000000	40000000	42000000	42000000	41000000	37000000	40000000	33000000	37000000	29000000	34000000	35000000	36000000	30000000	23000000	21000000	19000000
Denmark	Merchandise exports (current US$)	1494000000	1537000000	1669000000	1908000000	2107000000	2320000000	2453000000	2538000000	2640000000	3019000000	3356000000	3680000000	4432000000	6248000000	7719000000	8712000000	9115000000	10065000000	11883000000	14696000000	16749000000	16095000000	15397000000	16053000000	15980000000	17089000000	21286000000	25675000000	28514000000	29570000000	36870000000	37824000000	41577000000	37754000000	42343000000	50906000000	51415000000	49273000000	49013000000	50296000000	51292000000	51705000000	57495000000	66512000000	77079000000	85121000000	92558000000	1.03171E+11	1.16923E+11	93984000000	96440000000	1.11864E+11	1.05469E+11	1.10949E+11	1.11493E+11	95457000000	95326000000	1.02559E+11	1.08972E+11
Dominican Republic	Merchandise exports (current US$)	180000000	143000000	172000000	174000000	179000000	126000000	137000000	156000000	183000000	184000000	249000000	243000000	348000000	442000000	637000000	894000000	716000000	780000000	676000000	869000000	1217000000	1457000000	984000000	1083000000	1254000000	1228000000	1312000000	1498000000	1963000000	2241000000	2170000000	2449000000	2831000000	3211000000	3453000000	3780000000	4053000000	4614000000	4989000000	5137000000	5737000000	5276000000	5165000000	5471000000	5936000000	6145000000	6610000000	7160000000	6748000000	5483000000	6754000000	8492000000	9069000000	9651000000	9899000000	9442000000	9840000000	10121000000	10965000000
Algeria	Merchandise exports (current US$)	394000000	367000000	192000000	759000000	727000000	637000000	621000000	723000000	830000000	934000000	1009000000	857000000	1304000000	1887000000	4687000000	4700000000	5259000000	5944000000	6326000000	9551000000	13871000000	14396000000	13170000000	12583000000	12795000000	12841000000	7832000000	8225000000	7810000000	9570000000	12880000000	12440000000	11510000000	10410000000	8892000000	10258000000	13250000000	13894000000	10209000000	12525000000	22031000000	19133000000	18799000000	23163000000	31304000000	46002000000	54613000000	60163000000	79298000000	45174000000	57053000000	73489000000	71866000000	64974000000	60061000000	34668000000	30026000000	35191000000	40883000000
East Asia & Pacific (excluding high income)	Merchandise exports (current US$)	6243029917	5492847056	5193181620	5587639184	5963749884	6464211548	6685393179	6301128317	6486635492	7072715852	7508963493	8271377596	10269147169	16881152894	25705994203	24794766653	28343865456	33627762123	39327521028	53737962981	69129962127	72654164114	72634162967	73021185149	81717683582	77630449326	79618563273	97153568277	1.17086E+11	1.34598E+11	1.55921E+11	1.80143E+11	2.09681E+11	2.33029E+11	2.89187E+11	3.54771E+11	3.69469E+11	4.16337E+11	4.06853E+11	4.44095E+11	5.42181E+11	5.31949E+11	6.08377E+11	7.53937E+11	9.64792E+11	1.18968E+12	1.46793E+12	1.78832E+12	2.08393E+12	1.74812E+12	2.27953E+12	2.7334E+12	2.89817E+12	3.07358E+12	3.23462E+12	3.101E+12	2.92569E+12	3.22035E+12	3.53551E+12
Early-demographic dividend	Merchandise exports (current US$)	15412992037	15677091921	16368050918	18491086416	20309076311	21311222769	22506837745	24204037771	25357683386	27706943978	30246602160	34170225623	38682443787	56348737926	1.18652E+11	1.06927E+11	1.27318E+11	1.47566E+11	1.5173E+11	2.13683E+11	3.12445E+11	3.21686E+11	2.75274E+11	2.39434E+11	2.33207E+11	2.13784E+11	1.76242E+11	2.06354E+11	2.23254E+11	2.5535E+11	3.08981E+11	3.14136E+11	3.31198E+11	3.37549E+11	3.74618E+11	4.42222E+11	5.06318E+11	5.43401E+11	4.95284E+11	5.56218E+11	6.96773E+11	6.50922E+11	6.82483E+11	7.75138E+11	9.51964E+11	1.19172E+12	1.41552E+12	1.6142E+12	1.97009E+12	1.46964E+12	1.88679E+12	2.34901E+12	2.40017E+12	2.36696E+12	2.31191E+12	1.87754E+12	1.81588E+12	2.0612E+12	2.29174E+12
East Asia & Pacific	Merchandise exports (current US$)	15334385673	15027979251	15530284861	17299405221	19372922780	21821160325	24106650852	25040939288	28529954057	34189933675	39545516092	47089141749	58316676751	83124546236	1.1786E+11	1.18008E+11	1.44578E+11	1.70897E+11	2.05278E+11	2.43496E+11	3.09807E+11	3.43151E+11	3.29121E+11	3.43913E+11	3.96841E+11	4.01425E+11	4.5528E+11	5.44658E+11	6.52256E+11	7.05843E+11	7.64871E+11	8.57698E+11	9.49014E+11	1.03084E+12	1.18948E+12	1.40058E+12	1.41392E+12	1.49323E+12	1.3983E+12	1.4933E+12	1.77108E+12	1.60933E+12	1.7368E+12	2.05422E+12	2.54782E+12	2.92786E+12	3.41682E+12	3.95075E+12	4.48328E+12	3.68393E+12	4.79836E+12	5.60975E+12	5.76184E+12	5.91197E+12	6.04618E+12	5.6263E+12	5.43506E+12	6.0108E+12	6.50222E+12
Europe & Central Asia (excluding high income)	Merchandise exports (current US$)																																	88647972237	89770085637	1.2176E+11	1.52345E+11	1.64874E+11	1.67262E+11	1.49983E+11	1.49747E+11	1.93495E+11	1.97317E+11	2.14213E+11	2.739E+11	3.7122E+11	4.68013E+11	5.78322E+11	7.05814E+11	9.29715E+11	6.26699E+11	7.94343E+11	1.03823E+12	1.06112E+12	1.05473E+12	1.02002E+12	7.52323E+11	6.76778E+11	8.10339E+11	9.59301E+11
Europe & Central Asia	Merchandise exports (current US$)	59329241216	64065580301	67473909541	73564635178	82201286425	91018487161	99275574129	1.05137E+11	1.1713E+11	1.35752E+11	1.57044E+11	1.78148E+11	2.15007E+11	2.9333E+11	3.84E+11	4.18191E+11	4.58644E+11	5.27364E+11	6.36352E+11	7.92747E+11	9.06092E+11	8.4591E+11	8.15516E+11	7.98538E+11	8.24638E+11	8.66986E+11	1.04798E+12	1.25678E+12	1.39328E+12	1.4765E+12	1.76661E+12	1.74308E+12	1.85089E+12	1.73383E+12	1.99834E+12	2.44903E+12	2.55393E+12	2.54621E+12	2.62747E+12	2.63223E+12	2.78305E+12	2.80453E+12	2.99697E+12	3.58661E+12	4.32259E+12	4.75432E+12	5.4161E+12	6.33021E+12	7.19404E+12	5.4774E+12	6.24572E+12	7.44768E+12	7.27132E+12	7.56412E+12	7.54896E+12	6.46191E+12	6.37088E+12	7.03608E+12	7.76174E+12
Ecuador	Merchandise exports (current US$)	146000000	126000000	144000000	120000000	144000000	164000000	155000000	190000000	226000000	193000000	190000000	199000000	326000000	532000000	1124000000	974000000	1258000000	1436000000	1558000000	2104000000	2481000000	2451000000	2327000000	2348000000	2620000000	2905000000	2172000000	1928000000	2192000000	2354000000	2714000000	2852000000	3007000000	2904000000	3820000000	4307000000	4900000000	5264000000	4203000000	4451000000	4927000000	4678000000	5042000000	6223000000	7753000000	10100000000	12728000000	14321000000	18818000000	13863000000	17490000000	22322000000	23765000000	24848000000	25724000000	18331000000	16798000000	19122000000	21606000000
Egypt, Arab Rep.	Merchandise exports (current US$)	568000000	485000000	401000000	522000000	539000000	605000000	605000000	566000000	622000000	745000000	762000000	789000000	825000000	1121000000	1516000000	1402000000	1522000000	1708000000	1737000000	1840000000	3046000000	3233000000	3120000000	3215000000	3140000000	3714000000	2934000000	4351000000	5706000000	6764000000	2585000000	3659000000	3051000000	3105000000	3463000000	3435000000	3535000000	3921000000	3130000000	3559000000	5276000000	4825000000	5546000000	7408000000	9661000000	12912000000	16728000000	19224000000	26224000000	23062000000	26438000000	30528000000	29409000000	29018000000	26852000000	21349000000	25468000000	25604000000	27624000000
Euro area	Merchandise exports (current US$)	34255339441	37307170577	39291762390	42921728450	48574603257	54339047962	59977272176	64405132048	73081663775	85491842677	1.00632E+11	1.15195E+11	1.41479E+11	1.95899E+11	2.59775E+11	2.77917E+11	3.0902E+11	3.56178E+11	4.29963E+11	5.3927E+11	6.00132E+11	5.58434E+11	5.4083E+11	5.275E+11	5.44197E+11	5.71533E+11	7.19413E+11	8.64376E+11	9.60017E+11	1.02756E+12	1.25499E+12	1.23827E+12	1.32528E+12	1.23483E+12	1.40441E+12	1.73707E+12	1.79021E+12	1.76067E+12	1.8631E+12	1.85964E+12	1.92592E+12	1.95483E+12	2.08621E+12	2.50567E+12	2.98152E+12	3.19605E+12	3.57531E+12	4.2198E+12	4.66572E+12	3.62845E+12	4.04276E+12	4.71826E+12	4.51509E+12	4.675E+12	4.75793E+12	4.13924E+12	4.16323E+12	4.56424E+12	4.98587E+12
Eritrea	Merchandise exports (current US$)																																	16000000	42000000	78000000	86000000	98000000	57000000	28000000	21000000	37000000	19000000	52000000	7000000	11000000	11000000	12000000	13000000	11000000	11000000	13000000	430000000	480000000	316000000	630000000	499000000	436000000	482000000	573000000
Spain	Merchandise exports (current US$)	725000000	710000000	737000000	735000000	920000000	935000000	1254000000	1362000000	1589000000	1900000000	2388000000	2964000000	3817000000	5198000000	7091000000	7690000000	8730000000	10223000000	13114000000	18208000000	20720000000	20334000000	20498000000	19734000000	23508000000	24247000000	27206000000	34192000000	40341000000	44492000000	55642000000	60177000000	64334000000	64603000000	76696000000	97849000000	1.07243E+11	1.00756E+11	1.11973E+11	1.04433E+11	1.15251E+11	1.1666E+11	1.25687E+11	1.56147E+11	1.82623E+11	1.92644E+11	2.13717E+11	2.53297E+11	2.81493E+11	2.27338E+11	2.54418E+11	3.06551E+11	2.9525E+11	3.17833E+11	3.24533E+11	2.82274E+11	2.89981E+11	3.19531E+11	3.45166E+11
Estonia	Merchandise exports (current US$)																																	444000000	805000000	1303000000	1840000000	2078000000	2936000000	3245000000	3017000000	3830000000	4015000000	4336000000	5622000000	5932000000	7716000000	9692000000	11010000000	12458000000	9048000000	11591000000	16709000000	16087000000	16320000000	16042000000	12829000000	13180000000	14541000000	17006000000
Ethiopia	Merchandise exports (current US$)	78000000	76000000	80000000	90000000	105000000	116000000	111000000	101000000	106000000	119000000	122000000	126000000	167000000	239000000	269000000	240000000	280000000	333000000	306000000	418000000	425000000	380000000	399000000	403000000	417000000	333000000	455000000	355000000	429000000	465000000	298000000	189000000	169000000	199000000	372000000	422000000	417000000	587000000	561000000	467000000	486000000	455000000	480000000	496000000	678000000	903000000	1043000000	1277000000	1602000000	1618000000	2330000000	2875000000	3370000000	3112000000	3427000000	3050000000	2919000000	3163000000	2803000000
European Union	Merchandise exports (current US$)	54000298831	58332200712	61358415094	66930386449	74730034175	82672039652	90159167628	95413058382	1.06313E+11	1.2331E+11	1.43019E+11	1.62509E+11	1.95933E+11	2.66666E+11	3.49804E+11	3.80959E+11	4.16607E+11	4.7924E+11	5.75317E+11	7.20479E+11	8.20479E+11	7.63411E+11	7.34841E+11	7.18282E+11	7.408E+11	7.77839E+11	9.44391E+11	1.13059E+12	1.25444E+12	1.32915E+12	1.58761E+12	1.56695E+12	1.66484E+12	1.5525E+12	1.77523E+12	2.17903E+12	2.26417E+12	2.25945E+12	2.36485E+12	2.36274E+12	2.4585E+12	2.47584E+12	2.64405E+12	3.15686E+12	3.77048E+12	4.0817E+12	4.60542E+12	5.36301E+12	5.94991E+12	4.60786E+12	5.18391E+12	6.09218E+12	5.80858E+12	6.07695E+12	6.15721E+12	5.38877E+12	5.37923E+12	5.90959E+12	6.46538E+12
Fragile and conflict affected situations	Merchandise exports (current US$)	2593094819	2480766233	2891931247	3508678768	4037470887	4251531023	4512218120	4578979450	5905728413	6587117857	7133924938	8044210368	8566644265	12722801961	25090603200	24200452139	28580207303	32327319391	32482036124	52880271584	67648301580	42337280021	38698257705	34606741932	35715191944	37609942061	30314942170	32975858022	32711991815	38848801317	43959983818	28959129373	28035217446	27262226483	28335942697	33171901228	36459760050	40116113194	34939191526	45755770548	62678978179	52973176581	56960962836	60129166893	82881544765	1.12101E+11	1.38047E+11	1.68748E+11	2.24453E+11	1.61192E+11	2.05473E+11	2.16847E+11	2.55549E+11	2.37046E+11	2.09957E+11	1.45947E+11	1.30222E+11	1.70161E+11	2.11116E+11
Finland	Merchandise exports (current US$)	989000000	1054000000	1104000000	1149000000	1291000000	1427000000	1505000000	1513000000	1635000000	1987000000	2306000000	2367000000	2913000000	3837000000	5490000000	5502000000	6342000000	7665000000	8570000000	11172000000	14150000000	14005000000	13088000000	12518000000	13472000000	13617000000	16356000000	20037000000	21748000000	23298000000	26571000000	23080000000	23981000000	23495000000	29703000000	40490000000	41124000000	41471000000	43752000000	42243000000	46102000000	43237000000	45145000000	53171000000	61520000000	65498000000	77206000000	90025000000	96455000000	62854000000	69518000000	79142000000	73077000000	74437000000	74333000000	59817000000	57908000000	68073000000	76067000000
Fiji	Merchandise exports (current US$)	46000000	40000000	48000000	63000000	73000000	62000000	57000000	63000000	68000000	72000000	87000000	87000000	95000000	122000000	190000000	203000000	172000000	224000000	251000000	314000000	470000000	400000000	377000000	306000000	332000000	307000000	336000000	380000000	431000000	494000000	497000000	450000000	443000000	450000000	572000000	619000000	748000000	622000000	512000000	609000000	585000000	537000000	515000000	668000000	693000000	701000000	694000000	755000000	922000000	630000000	841000000	1069000000	1221000000	1108000000	1373000000	895000000	926000000	956000000	1025000000
France	Merchandise exports (current US$)	6866000000	7224000000	7411000000	8204000000	9106000000	10176000000	10982000000	11547000000	12903000000	15194000000	18099000000	20811000000	26449000000	36669000000	46259000000	53100000000	56874000000	65130000000	79371000000	1.00692E+11	1.1603E+11	1.06424E+11	96694000000	94943000000	97566000000	1.01674E+11	1.24948E+11	1.48382E+11	1.67787E+11	1.79397E+11	2.16588E+11	2.171E+11	2.35871E+11	2.21619E+11	2.50571E+11	3.01162E+11	3.05509E+11	3.02144E+11	3.20631E+11	3.25526E+11	3.27611E+11	3.23379E+11	3.31719E+11	3.92039E+11	4.52106E+11	4.63428E+11	4.95868E+11	5.59612E+11	6.1624E+11	4.84781E+11	5.23767E+11	5.96473E+11	5.68708E+11	5.80963E+11	5.80843E+11	5.06264E+11	5.01179E+11	5.35188E+11	5.81816E+11
Faroe Islands	Merchandise exports (current US$)																					178000000	169000000	150000000	170000000	159000000	179000000	249000000	345000000	348000000	346000000	418000000	435000000	439000000	327000000	326000000	362000000	416000000	388000000	437000000	468000000	474000000	514000000	536000000	594000000	616000000	599000000	651000000	746230000	852091000	761744000	838963000	1007684000	951985000	1087447000	1134581834	1022985113	1191679732	1305756810
Micronesia, Fed. Sts.	Merchandise exports (current US$)																													3000000	2000000	4000000	10000000	24000000	30000000	11000000	21000000	18000000	17000000	24000000	18000000	22000000	26000000	27000000	28000000	17000000	19000000	18000000	22000000	27000000	25000000	30000000	73000000	52000000	35000000	32000000	40000000	49000000	46000000	75000000
Gabon	Merchandise exports (current US$)	47000000	55000000	59000000	73000000	95000000	105000000	101000000	120000000	125000000	142000000	144000000	179000000	228000000	331000000	768000000	943000000	1135000000	1343000000	1107000000	1848000000	2173000000	2201000000	2161000000	2000000000	2011000000	1951000000	1271000000	1286000000	1196000000	1598000000	2204000000	2243000000	2082000000	2295000000	2350000000	2713000000	3184000000	3024000000	1916000000	2394000000	2598000000	2524000000	2409000000	3062000000	3728000000	5065000000	5450000000	6309000000	9566000000	5356000000	8686000000	9766000000	9493000000	10039000000	9158000000	5590000000	4363000000	5678000000	7082000000
United Kingdom	Merchandise exports (current US$)	10609000000	11074000000	11374000000	12258000000	12880000000	13810000000	14770000000	14493000000	15461000000	17645000000	19430000000	22098000000	23985000000	29637000000	38197000000	43423000000	45356000000	55860000000	67887000000	86397000000	1.10134E+11	1.02244E+11	96984000000	91619000000	93881000000	1.01252E+11	1.07093E+11	1.31257E+11	1.45165E+11	1.52345E+11	1.85172E+11	1.84964E+11	1.90003E+11	1.81381E+11	2.05079E+11	2.37953E+11	2.58527E+11	2.80406E+11	2.73949E+11	2.72167E+11	2.85425E+11	2.72715E+11	2.80195E+11	3.05627E+11	3.47493E+11	3.9086E+11	4.50907E+11	4.41831E+11	4.72168E+11	3.54893E+11	4.15959E+11	5.0657E+11	4.72792E+11	5.40616E+11	5.04632E+11	4.59633E+11	4.09044E+11	4.41106E+11	4.85711E+11
Georgia	Merchandise exports (current US$)																																	68000000	69000000	155000000	151000000	199000000	240000000	191000000	238000000	323000000	318000000	346000000	461000000	647000000	865000000	936000000	1232000000	1495000000	1134000000	1677000000	2189000000	2376000000	2910000000	2861000000	2205000000	2113000000	2736000000	3354000000
Ghana	Merchandise exports (current US$)	325000000	322000000	322000000	305000000	321000000	318000000	268000000	303000000	332000000	327000000	458000000	492000000	441000000	657000000	738000000	816000000	832000000	1014000000	1093000000	995000000	1258000000	1065000000	874000000	1158000000	528000000	617000000	863000000	977000000	1009000000	1018000000	897000000	617000000	1252000000	974000000	1425000000	1724000000	1669000000	1635000000	1795000000	1720000000	1671000000	1716000000	1850000000	2324000000	2450000000	2802000000	3727000000	4195000000	5270000000	5840000000	7960000000	12785000000	13552000000	13752000000	13217000000	10321000000	11138000000	13835000000	14642000000
Gibraltar	Merchandise exports (current US$)
Guinea	Merchandise exports (current US$)	51000000	58000000	48000000	55000000	43000000	54000000	58000000	51000000	53000000	57000000	56000000	50000000	60000000	60000000	112000000	161000000	237000000	314000000	343000000	372000000	401000000	430000000	459000000	488000000	517000000	492000000	530000000	544000000	511000000	595000000	671000000	687000000	517000000	561000000	516000000	702000000	709000000	685000000	693000000	636000000	666000000	731000000	709000000	609000000	744000000	853000000	1033000000	1203000000	1342000000	1050000000	1471000000	1433000000	1928000000	1886000000	2066000000	1781000000	2414000000	4594000000	4085000000
Gambia, The	Merchandise exports (current US$)	8000000	9000000	10000000	9000000	9000000	14000000	16000000	18000000	13000000	16000000	17000000	13000000	19000000	25000000	43000000	44000000	35000000	47000000	39000000	58000000	31000000	27000000	44000000	48000000	49000000	43000000	35000000	40000000	58000000	27000000	31000000	38000000	57000000	67000000	35000000	16000000	21000000	15000000	21000000	12000000	16000000	9000000	17000000	5000000	18000000	7000000	11000000	13000000	14000000	66000000	68000000	95000000	119000000	106000000	104000000	90000000	94000000	106000000	153000000
Guinea-Bissau	Merchandise exports (current US$)	4000000	9000000	8000000	7000000	6000000	4000000	3000000	4000000	4000000	4000000	4000000	2000000	3000000	4000000	4000000	7000000	6000000	13000000	12000000	13000000	11000000	14000000	12000000	9000000	17000000	12000000	10000000	17000000	16000000	14000000	19000000	20000000	6000000	28000000	33000000	24000000	28000000	48000000	27000000	51000000	62000000	63000000	54000000	65000000	76000000	89000000	74000000	107000000	128000000	122000000	127000000	242000000	131000000	153000000	166000000	252000000	292000000	329000000	348000000
Equatorial Guinea	Merchandise exports (current US$)	34000000	23000000	25000000	28000000	33000000	27000000	30000000	36000000	36000000	38000000	25000000	28000000	19000000	19000000	34000000	26000000	10000000	14000000	17000000	29000000	14000000	11000000	12000000	13000000	15000000	17000000	24000000	39000000	49000000	41000000	62000000	37000000	50000000	57000000	62000000	127000000	232000000	497000000	439000000	709000000	1097000000	1735000000	2117000000	2801000000	4599000000	7064000000	8207000000	10210000000	15218000000	9100000000	10000000000	13500000000	15500000000	14700000000	12800000000	6500000000	4900000000	5200000000	6100000000
Greece	Merchandise exports (current US$)	203000000	223000000	250000000	290000000	309000000	328000000	406000000	495000000	468000000	554000000	643000000	662000000	870000000	1456000000	2030000000	2294000000	2561000000	2756000000	3368000000	3885000000	5153000000	4246000000	4298000000	4413000000	4816000000	4539000000	5648000000	6533000000	5429000000	7545000000	8105000000	8666000000	9510000000	8442000000	9404000000	11054000000	11711000000	11326000000	10867000000	11070000000	11751000000	11507000000	10414000000	13382000000	15308000000	17278000000	20749000000	23578000000	26382000000	20469000000	27950000000	33819000000	35441000000	36251000000	36005000000	28708000000	28170000000	32643000000	39474000000
Grenada	Merchandise exports (current US$)	4000000	3000000	4000000	5000000	4000000	6000000	6000000	5000000	5000000	8000000	6000000	5000000	5000000	7000000	10000000	12000000	13000000	14000000	17000000	21000000	17000000	19000000	19000000	19000000	18000000	23000000	31000000	32000000	33000000	28000000	27000000	23000000	20000000	20000000	23000000	22000000	20000000	23000000	35000000	36000000	48000000	43000000	38000000	42000000	32000000	28000000	25000000	33000000	31000000	29000000	25000000	31000000	35000000	37000000	37000000	33000000	30000000	30000000	32000000
Greenland	Merchandise exports (current US$)	8000000	8000000	9000000	11000000	10000000	13000000	15000000	13000000	12000000	14000000	14000000	19000000	22000000	31000000	92000000	87000000	86000000	92000000	102000000	165000000	186000000	186000000	172000000	181000000	169000000	174000000	260000000	346000000	391000000	418000000	452000000	341000000	333000000	313000000	285000000	371000000	369000000	293000000	255000000	277000000	273000000	268000000	303000000	347000000	381000000	402000000	396000000	431000000	487000000	360000000	380000000	491000000	475000000	542000000	559000000	406000000	575000000	563000000	670000000
Guatemala	Merchandise exports (current US$)	113000000	110000000	109000000	152000000	165000000	186000000	226000000	198000000	227000000	255000000	290000000	283000000	327000000	436000000	572000000	624000000	760000000	1160000000	1089000000	1241000000	1520000000	1226000000	1120000000	1159000000	1129000000	1057000000	1044000000	987000000	1022000000	1108000000	1163000000	1202000000	1295000000	1340000000	1550000000	1991000000	2056000000	2391000000	2563000000	2494000000	2711000000	2466000000	4162000000	4459000000	5036000000	5381000000	6025000000	6898000000	7737000000	7214000000	8463000000	10401000000	9979000000	10025000000	10803000000	10675000000	10463000000	11001000000	11019000000
Guam	Merchandise exports (current US$)	8000000	8000000	6000000	7000000	7000000	8000000	7000000	8000000	9000000	1000000	6000000	10000000	16000000	20000000	20000000	28000000	25000000	31000000	34000000	25000000	61000000	77000000	60000000	39000000	92000000	13000000	22000000	32000000	45000000	63000000	82000000	73000000	77000000	106000000	85000000	85000000	73000000	89000000	86000000	76000000	74000000	61000000	50000000	43000000	53000000	52000000	53000000	91000000	105000000	51000000	46000000	43000000	46000000	45000000	41000000	32000000	33000000	33000000	34000000
Guyana	Merchandise exports (current US$)	74000000	86000000	95000000	102000000	95000000	97000000	109000000	113000000	115000000	126000000	136000000	151000000	147000000	136000000	270000000	365000000	279000000	259000000	296000000	293000000	396000000	352000000	256000000	189000000	210000000	206000000	214000000	242000000	230000000	227000000	257000000	248000000	292000000	414000000	456000000	455000000	546000000	596000000	484000000	523000000	498000000	478000000	487000000	513000000	593000000	553000000	588000000	679000000	795000000	763000000	880000000	1129000000	1416000000	1375000000	1167000000	1151000000	1441000000	1436000000	1315000000
High income	Merchandise exports (current US$)	93605983058	99380322875	1.04489E+11	1.13881E+11	1.28638E+11	1.40503E+11	1.5531E+11	1.64759E+11	1.85424E+11	2.13116E+11	2.47369E+11	2.78694E+11	3.33378E+11	4.58558E+11	6.55118E+11	6.88906E+11	7.79458E+11	8.80629E+11	1.03707E+12	1.30164E+12	1.57798E+12	1.58126E+12	1.45389E+12	1.40711E+12	1.5014E+12	1.5318E+12	1.74135E+12	2.05272E+12	2.36403E+12	2.54992E+12	2.93541E+12	3.0154E+12	3.2287E+12	3.20176E+12	3.61306E+12	4.29805E+12	4.46685E+12	4.57903E+12	4.53834E+12	4.67145E+12	5.15557E+12	4.93005E+12	5.12105E+12	5.9341E+12	7.09271E+12	7.85563E+12	8.8901E+12	1.0147E+13	1.14281E+13	8.88698E+12	1.05418E+13	1.24612E+13	1.2427E+13	1.27527E+13	1.27078E+13	1.10749E+13	1.08973E+13	1.19418E+13	1.30165E+13
Hong Kong SAR, China	Merchandise exports (current US$)	689000000	688000000	768000000	873000000	1012000000	1143000000	1324000000	1527000000	1744000000	2177000000	2515000000	2875000000	3436000000	5071000000	5968000000	6026000000	8484000000	9616000000	11453000000	15140000000	20323000000	21775000000	21343000000	22454000000	28337000000	30077000000	36081000000	48712000000	63493000000	73336000000	82390000000	98659000000	1.19586E+11	1.35385E+11	1.51465E+11	1.73871E+11	1.80914E+11	1.88195E+11	1.74864E+11	1.74403E+11	2.02683E+11	1.91066E+11	2.01928E+11	2.28708E+11	2.65543E+11	2.92119E+11	3.22669E+11	3.49386E+11	3.70242E+11	3.29422E+11	4.00692E+11	4.55573E+11	4.92907E+11	5.35546E+11	5.2413E+11	5.10596E+11	5.16734E+11	5.50272E+11	5.69241E+11
Honduras	Merchandise exports (current US$)	63000000	73000000	81000000	83000000	95000000	127000000	143000000	155000000	181000000	168000000	179000000	189000000	205000000	259000000	289000000	295000000	400000000	513000000	608000000	734000000	830000000	761000000	660000000	672000000	725000000	780000000	854000000	791000000	842000000	859000000	934000000	949000000	1031000000	1173000000	1378000000	1769000000	2007000000	2440000000	2929000000	2777000000	3343000000	3423000000	3745000000	3754000000	4534000000	5048000000	5277000000	5784000000	6199000000	4827000000	6264000000	7977000000	8359000000	7833000000	8117000000	8226000000	7960000000	8675000000	9105000000
Heavily indebted poor countries (HIPC)	Merchandise exports (current US$)	2949741911	2822623749	2983773545	3400160594	3704443438	3864592304	4276975631	4361053786	4952603657	5523133989	6022598262	6226788065	6382933209	8408816354	11082301472	9921222200	11840005791	13983998724	14044054548	17051850423	20137718870	17585346330	16424267058	15891772081	16646473608	16172032595	16720542458	17096892291	17610369591	19490116896	20285856570	17771519386	17806551950	17938556042	19138593240	23786737318	25267783227	25962804770	26047807405	25439788558	27637856692	28056869680	30881957249	36120119617	46296435053	54780698040	66795070450	76304365210	95165949863	81422523857	1.05176E+11	1.29148E+11	1.28448E+11	1.30022E+11	1.34071E+11	1.06717E+11	1.04743E+11	1.23072E+11	1.32746E+11
Croatia	Merchandise exports (current US$)																																	4597000000	3913000000	4260000000	4517000000	4643000000	3981000000	4517000000	4303000000	4432000000	4666000000	4906000000	6187000000	8028000000	8795000000	10361000000	12340000000	14112000000	10403000000	11806000000	13338000000	12371000000	12659000000	13835000000	12925000000	13813000000	16069000000	17372000000
