Country Name	type	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Hong Kong SAR, China	exports	689000000	688000000	768000000	873000000	1012000000	1143000000	1324000000	1527000000	1744000000	2177000000	2515000000	2875000000	3436000000	5071000000	5968000000	6026000000	8484000000	9616000000	11453000000	15140000000	20323000000	21775000000	21343000000	22454000000	28337000000	30077000000	36081000000	48712000000	63493000000	73336000000	82390000000	98659000000	1.19586E+11	1.35385E+11	1.51465E+11	1.73871E+11	1.80914E+11	1.88195E+11	1.74864E+11	1.74403E+11	2.02683E+11	1.91066E+11	2.01928E+11	2.28708E+11	2.65543E+11	2.92119E+11	3.22669E+11	3.49386E+11	3.70242E+11	3.29422E+11	4.00692E+11	4.55573E+11	4.92907E+11	5.35546E+11	5.2413E+11	5.10596E+11	5.16734E+11	5.50272E+11	5.69241E+11
Honduras	exports	63000000	73000000	81000000	83000000	95000000	127000000	143000000	155000000	181000000	168000000	179000000	189000000	205000000	259000000	289000000	295000000	400000000	513000000	608000000	734000000	830000000	761000000	660000000	672000000	725000000	780000000	854000000	791000000	842000000	859000000	934000000	949000000	1031000000	1173000000	1378000000	1769000000	2007000000	2440000000	2929000000	2777000000	3343000000	3423000000	3745000000	3754000000	4534000000	5048000000	5277000000	5784000000	6199000000	4827000000	6264000000	7977000000	8359000000	7833000000	8117000000	8226000000	7960000000	8675000000	9105000000
Croatia	exports																																	4597000000	3913000000	4260000000	4517000000	4643000000	3981000000	4517000000	4303000000	4432000000	4666000000	4906000000	6187000000	8028000000	8795000000	10361000000	12340000000	14112000000	10403000000	11806000000	13338000000	12371000000	12659000000	13835000000	12925000000	13813000000	16069000000	17372000000
Haiti	exports	33000000	32000000	43000000	41000000	40000000	37000000	36000000	34000000	36000000	37000000	40000000	47000000	44000000	53000000	72000000	80000000	124000000	149000000	155000000	185000000	226000000	152000000	178000000	166000000	179000000	168000000	184000000	214000000	179000000	144000000	160000000	166000000	73000000	80000000	82000000	110000000	90000000	212000000	320000000	334000000	318000000	274000000	280000000	347000000	391000000	470000000	509000000	522000000	480000000	576000000	579000000	767000000	815000000	885000000	950000000	882000000	1042000000	999000000	1078000000
Hungary	exports	874000000	1029000000	1100000000	1206000000	1352000000	1510000000	1594000000	1702000000	1790000000	2084000000	2317000000	2500000000	3292000000	4433000000	5130000000	6091000000	4934000000	5832000000	6408000000	7930000000	8610000000	8730000000	8860000000	8770000000	8620000000	8470000000	9170000000	9580000000	10000000000	9670000000	10000000000	10185000000	10705000000	8905000000	10700000000	12865000000	15705000000	19100000000	23005000000	25032000000	28192000000	30436000000	34517000000	43094000000	55567000000	62936000000	75255000000	95400000000	1.08504E+11	83008000000	95483000000	1.12312E+11	1.0357E+11	1.07503E+11	1.10622E+11	98524000000	1.01919E+11	1.13806E+11	1.25864E+11
Indonesia	exports	841000000	784000000	682000000	696000000	724000000	708000000	679000000	665000000	731000000	854000000	1108000000	1234000000	1777000000	3211000000	7426000000	7102000000	8547000000	10853000000	11643000000	15591000000	21909000000	22260000000	22293000000	21152000000	21902000000	18590000000	16075000000	17135000000	19465000000	22160000000	25675000000	29142000000	33967000000	36823000000	40055000000	45417000000	49814000000	56298000000	50370000000	51243000000	65403000000	57361000000	59166000000	64108000000	70767000000	86996000000	1.03527E+11	1.18013E+11	1.39606E+11	1.19646E+11	1.57779E+11	2.03497E+11	1.90032E+11	1.82552E+11	1.76293E+11	1.50366E+11	1.44743E+11	1.68775E+11	1.80215E+11
Isle of Man	exports
India	exports	1332000000	1386000000	1403000000	1626000000	1705000000	1687000000	1954000000	1613000000	1761000000	1835000000	2026000000	2036000000	2448000000	2917000000	3926000000	4355000000	5549000000	6378000000	6671000000	7806000000	8586000000	8295000000	9358000000	9148000000	9451000000	9140000000	9399000000	11298000000	13234000000	15872000000	17969000000	17727000000	19628000000	21572000000	25022000000	30630000000	33105000000	35008000000	33437000000	35667000000	42379000000	43361000000	49250000000	58963000000	76649000000	99616000000	1.21808E+11	1.50159E+11	1.94828E+11	1.64909E+11	2.26351E+11	3.02905E+11	2.96828E+11	3.14848E+11	3.22694E+11	2.67444E+11	2.64144E+11	2.99275E+11	3.25562E+11
Not classified	exports
Ireland	exports	427000000	505000000	488000000	549000000	549000000	618000000	684000000	790000000	798000000	891000000	1120000000	1312000000	1607000000	2131000000	2658000000	3192000000	3315000000	4404000000	5691000000	7143000000	8398000000	7678000000	8063000000	8592000000	9642000000	10358000000	12658000000	15999000000	18723000000	20667000000	23743000000	24224000000	28331000000	28992000000	33996000000	44705000000	48339000000	53348000000	64330000000	71239000000	77413000000	82835000000	88265000000	92755000000	1.04788E+11	1.09657E+11	1.08726E+11	1.21543E+11	1.25719E+11	1.15928E+11	1.16497E+11	1.2574E+11	1.16773E+11	1.16637E+11	1.21057E+11	1.23361E+11	1.30864E+11	1.37479E+11	1.64643E+11
Iran, Islamic Rep.	exports	636000000	756000000	822000000	919000000	1252000000	1305000000	1310000000	1929000000	1881000000	2100000000	2403000000	3824000000	1799000000	2669000000	8402000000	7963000000	8935000000	9216000000	8560000000	8310000000	12338000000	11831000000	20452000000	21507000000	17087000000	14175000000	7171000000	11916000000	10709000000	13081000000	19305000000	18661000000	19868000000	18080000000	19434000000	18360000000	22391000000	18381000000	13118000000	21030000000	28739000000	25689000000	28237000000	33750000000	41697000000	56252000000	77012000000	88733000000	1.13668E+11	78830000000	1.01316E+11	1.32E+11	1.08341E+11	90765000000	95160000000	70275000000	72903000000	92764000000	1.079E+11
Iraq	exports	654000000	662000000	692000000	781000000	840000000	882000000	934000000	822000000	1039000000	1045000000	1098000000	1556000000	1086000000	1942000000	6602000000	8298000000	9273000000	9650000000	11064000000	21572000000	26349000000	10530000000	10250000000	8161000000	9317000000	10409000000	7465000000	9705000000	9609000000	12284000000	10314000000	377000000	518000000	457000000	453000000	496000000	731000000	4602000000	5500000000	13067000000	20380000000	12872000000	12219000000	9711000000	17810000000	23697000000	29361000000	41268000000	61273000000	41929000000	52483000000	83226000000	94392000000	93066000000	88112000000	57577000000	47642000000	63314000000	89355000000
Iceland	exports	73000000	76000000	84000000	94000000	111000000	129000000	140000000	97000000	80000000	108000000	147000000	150000000	189000000	290000000	331000000	306000000	401000000	512000000	641000000	782000000	918000000	894000000	685000000	740000000	739000000	815000000	1099000000	1375000000	1424000000	1385000000	1592000000	1549000000	1528000000	1399000000	1623000000	1802000000	1897000000	1851000000	1931000000	2004000000	1901000000	2019000000	2229000000	2381000000	2839000000	3091000000	3453000000	4783000000	5382000000	4057000000	4604000000	5347000000	5064000000	4998000000	5053000000	4741000000	4457000000	4882000000	5561000000
Israel	exports	217000000	245000000	279000000	352000000	372000000	430000000	503000000	555000000	639000000	729000000	779000000	958000000	1147000000	1449000000	1825000000	1941000000	2415000000	3082000000	3921000000	4546000000	5538000000	5670000000	5255000000	5108000000	5807000000	6260000000	7154000000	8454000000	9752000000	11072000000	12080000000	11921000000	13119000000	14826000000	16884000000	19046000000	20610000000	22503000000	22993000000	25794000000	31404000000	29048000000	29347000000	31784000000	38618000000	42770000000	46789000000	54091000000	61337000000	47935000000	58413000000	67796000000	63141000000	66607000000	68507000000	63701000000	60401000000	61126000000	57393000000
Italy	exports	3657000000	4184000000	4667000000	5056000000	5962000000	7198000000	8038000000	8706000000	10186000000	11728000000	13205000000	15105000000	18609000000	22226000000	30465000000	34988000000	37265000000	45305000000	56090000000	72233000000	78104000000	77070000000	73791000000	72877000000	74564000000	76717000000	97204000000	1.16711E+11	1.27859E+11	1.40556E+11	1.70304E+11	1.69465E+11	1.78155E+11	1.69229E+11	1.91362E+11	2.33766E+11	2.52293E+11	2.40414E+11	2.45801E+11	2.35564E+11	2.40518E+11	2.4449E+11	2.54427E+11	2.99333E+11	3.53782E+11	3.73135E+11	4.16875E+11	4.99882E+11	5.42748E+11	4.06909E+11	4.47301E+11	5.23258E+11	5.01306E+11	5.18268E+11	5.29797E+11	4.56989E+11	4.61737E+11	5.07418E+11	5.46643E+11
Jamaica	exports	159000000	172000000	182000000	202000000	216000000	214000000	228000000	226000000	220000000	254000000	342000000	339000000	391000000	390000000	604000000	759000000	630000000	768000000	833000000	818000000	963000000	974000000	767000000	718000000	705000000	566000000	589000000	706000000	880000000	998000000	1158000000	1118000000	1047000000	1071000000	1212000000	1427000000	1383000000	1383000000	1312000000	1240000000	1295000000	1220000000	1114000000	1180000000	1402000000	1532000000	1948000000	2254000000	2439000000	1316000000	1328000000	1623000000	1712000000	1569000000	1452000000	1263000000	1202000000	1310000000	1710000000
Jordan	exports	11000000	15000000	17000000	18000000	24000000	28000000	29000000	32000000	40000000	41000000	34000000	32000000	48000000	73000000	155000000	153000000	207000000	249000000	298000000	403000000	574000000	733000000	752000000	580000000	752000000	789000000	733000000	930000000	1019000000	1107000000	1064000000	1130000000	1215000000	1246000000	1424000000	1769000000	1816000000	1836000000	1802000000	1832000000	1899000000	2293000000	2770000000	3082000000	3883000000	4302000000	5204000000	5725000000	7938000000	6375000000	7028000000	8006000000	7887000000	7920000000	8385000000	7833000000	7549000000	7511000000	7773000000
Japan	exports	4055000000	4236000000	4916000000	5452000000	6673000000	8451000000	9776000000	10442000000	12971000000	15990000000	19318000000	23995000000	29088000000	37017000000	55469000000	55819000000	67304000000	81083000000	98211000000	1.02299E+11	1.30441E+11	1.51495E+11	1.38385E+11	1.46965E+11	1.697E+11	1.77164E+11	2.10757E+11	2.31286E+11	2.64856E+11	2.73932E+11	2.87581E+11	3.14786E+11	3.39885E+11	3.62244E+11	3.97005E+11	4.43116E+11	4.10901E+11	4.20957E+11	3.87927E+11	4.1761E+11	4.79249E+11	4.03496E+11	4.16726E+11	4.71817E+11	5.65675E+11	5.94941E+11	6.46725E+11	7.14327E+11	7.81412E+11	5.80719E+11	7.69774E+11	8.23184E+11	7.98568E+11	7.15097E+11	6.90203E+11	6.24787E+11	6.449E+11	6.98131E+11	7.38403E+11
Kazakhstan	exports																																	3245000000	3277000000	3231000000	5250000000	5911000000	6497000000	5334000000	5872000000	8812000000	8639000000	9670000000	12927000000	20093000000	27849000000	38250000000	47755000000	71172000000	43196000000	59971000000	84336000000	86449000000	84700000000	79460000000	45956000000	36737000000	48503000000	60956000000
Kenya	exports	112000000	117000000	126000000	198000000	222000000	228000000	260000000	242000000	252000000	271000000	305000000	314000000	359000000	477000000	603000000	606000000	790000000	1186000000	1023000000	1090000000	1245000000	1139000000	1025000000	869000000	1074000000	958000000	1200000000	961000000	1067000000	951000000	1032000000	1108000000	1339000000	1374000000	1587000000	1879000000	2068000000	2054000000	2008000000	1747000000	1734000000	1944000000	2116000000	2411000000	2684000000	3420000000	3502000000	4081000000	5001000000	4463000000	5169000000	5756000000	6127000000	5856000000	6115000000	5906000000	5695000000	5747000000	6086000000
Kyrgyz Republic	exports																																	317000000	340000000	340000000	409000000	505000000	604000000	514000000	463000000	511000000	476000000	486000000	582000000	719000000	672000000	891000000	1321000000	1856000000	1673000000	1756000000	1979000000	1894000000	2058000000	1897000000	1441000000	1573000000	1764000000	1765000000
Cambodia	exports	70000000	63000000	54000000	89000000	88000000	105000000	67000000	83000000	89000000	64000000	39000000	11000000	7000000	15000000	19000000	5000000	4000000	15000000	15000000	15000000	16000000	10000000	12000000	15000000	18000000	20000000	21000000	22000000	32000000	44000000	86000000	213000000	265000000	284000000	490000000	855000000	644000000	736000000	800000000	1129000000	1389000000	1500000000	1923000000	2118000000	2798000000	3092000000	3692000000	4088000000	4708000000	4196000000	5143000000	6704000000	7838000000	6666000000	6846000000	8542000000	10069000000	12089000000	14350000000
Kiribati	exports	2000000	1000000	1000000	1000000	3000000	4000000	5000000	7000000	8000000	8000000	8000000	10000000	8000000	17000000	34000000	36000000	22000000	20000000	25000000	25000000	3000000	4000000	2000000	3000000	11000000	4000000	2000000	2000000	5000000	5000000	3000000	6000000	5000000	3000000	5000000	7000000	5000000	6000000	6000000	9000000	4000000	5000000	3000000	3000000	2000000	4000000	6000000	10000000	8000000	6000000	4000000	9000000	6000000	7000000	10000000	10000000	11000000	14000000	11000000
St. Kitts and Nevis	exports	6000000	10000000	5000000	8000000	10000000	9000000	9000000	9000000	7000000	9000000	4000000	4000000	6000000	7000000	11000000	21000000	17000000	14000000	16000000	16000000	24000000	22000000	17000000	17000000	19000000	18000000	24000000	27000000	26000000	25000000	28000000	27000000	26000000	27000000	22000000	19000000	22000000	41000000	28000000	28000000	33000000	31000000	39000000	41000000	40000000	34000000	40000000	34000000	51000000	38000000	32000000	45000000	46000000	56000000	57000000	55000000	51000000	50000000	53000000
Korea, Rep.	exports	32000000	41000000	56000000	87000000	118000000	173000000	251000000	321000000	457000000	624000000	836000000	1067000000	1625000000	3221000000	4462000000	4945000000	7716000000	10048000000	12722000000	15057000000	17512000000	21268000000	21853000000	24446000000	29245000000	30282000000	34715000000	47281000000	60696000000	62377000000	65016000000	71870000000	76632000000	82236000000	96013000000	1.25058E+11	1.29715E+11	1.36164E+11	1.32313E+11	1.43685E+11	1.72268E+11	1.50439E+11	1.62471E+11	1.93817E+11	2.53845E+11	2.84419E+11	3.25465E+11	3.71489E+11	4.22007E+11	3.63534E+11	4.66384E+11	5.55214E+11	5.4787E+11	5.59632E+11	5.72664E+11	5.26757E+11	4.95426E+11	5.73694E+11	6.0486E+11
Kuwait	exports	962000000	962000000	1077000000	1136000000	1251000000	1284000000	1342000000	1355000000	1439000000	1540000000	1693000000	2507000000	2989000000	3815000000	10963000000	9184000000	9846000000	9754000000	10427000000	18404000000	19663000000	16044000000	10864000000	11504000000	11623000000	10597000000	7383000000	8264000000	7661000000	11476000000	7042000000	1088000000	6571000000	10248000000	11260000000	12785000000	14889000000	14224000000	9554000000	12164000000	19436000000	16203000000	15369000000	20678000000	28599000000	44869000000	56016000000	62691000000	87457000000	54008000000	69978000000	1.02103E+11	1.18912E+11	1.15104E+11	1.02111E+11	54122000000	46273000000	54924000000	71566000000
Latin America & Caribbean (excluding high income)	exports	8109000000	8138000000	8531000000	9045000000	9871000000	10259000000	10570000000	11225000000	11442000000	12744000000	14410000000	14243000000	16476000000	24147000000	37598000000	36170000000	40733000000	48465000000	52676000000	68727000000	90834000000	99895000000	90714000000	92056000000	1.03619E+11	98128000000	83613000000	93396000000	1.08139E+11	1.19908E+11	1.3077E+11	1.28509E+11	1.35096E+11	1.46012E+11	1.70399E+11	2.061E+11	2.34367E+11	2.62544E+11	2.60366E+11	2.78342E+11	3.35745E+11	3.22002E+11	3.28302E+11	3.56792E+11	4.33297E+11	5.18477E+11	6.08011E+11	6.8467E+11	8.02171E+11	6.20072E+11	7.89268E+11	9.84212E+11	1.00283E+12	9.96117E+11	9.69109E+11	8.28832E+11	7.99787E+11	8.96903E+11	9.78686E+11
Lao PDR	exports	1000000	1000000	1000000	1000000	1000000	1000000	1000000	4000000	6000000	4000000	7000000	6000000	4000000	5000000	10000000	12000000	12000000	4000000	3000000	19000000	28000000	23000000	40000000	41000000	44000000	54000000	55000000	62000000	63000000	63000000	79000000	97000000	133000000	241000000	301000000	311000000	323000000	359000000	370000000	311000000	330000000	320000000	301000000	335000000	363000000	553000000	882000000	923000000	1092000000	1053000000	1746000000	2190000000	2271000000	2264000000	2662000000	3653000000	4245000000	4823000000	5260000000
Lebanon	exports	43000000	41000000	59000000	57000000	65000000	87000000	103000000	118000000	147000000	165000000	190000000	245000000	377000000	921000000	1636000000	1233000000	546000000	760000000	830000000	850000000	955000000	920000000	800000000	760000000	378000000	288000000	550000000	650000000	780000000	485000000	494000000	539000000	560000000	452000000	470000000	656000000	736000000	643000000	662000000	677000000	715000000	1093000000	1238000000	1813000000	2199000000	2337000000	2814000000	3574000000	4454000000	4187000000	5021000000	5664000000	5615000000	5170000000	4548000000	3982000000	3930000000	4026000000	3830000000
Liberia	exports	83000000	62000000	68000000	81000000	126000000	135000000	150000000	159000000	169000000	196000000	214000000	222000000	244000000	324000000	400000000	394000000	460000000	447000000	504000000	537000000	600000000	529000000	477000000	428000000	452000000	436000000	408000000	382000000	396000000	460000000	868000000	311000000	590000000	440000000	353000000	820000000	630000000	430000000	425000000	469000000	329000000	128000000	176000000	109000000	104000000	131000000	158000000	200000000	242000000	149000000	222000000	367000000	460000000	559000000	444000000	283000000	279000000	358000000	490000000
Libya	exports	9000000	16000000	137000000	374000000	700000000	790000000	995000000	1168000000	1871000000	2164000000	2357000000	2694000000	2938000000	4003000000	8259000000	6834000000	9554000000	11411000000	9895000000	16076000000	21910000000	15571000000	13203000000	12216000000	11148000000	12314000000	8215000000	8043000000	6673000000	8034000000	13225000000	11235000000	9942000000	8590000000	8954000000	8975000000	9903000000	9656000000	6659000000	7947000000	12038000000	10634000000	9851000000	12878000000	17425000000	28849000000	37473000000	46929000000	61950000000	37055000000	48935000000	19060000000	61026000000	46018000000	20826000000	11392000000	9446000000	18379000000	21253000000
St. Lucia	exports	3000000	5000000	4000000	5000000	6000000	7000000	7000000	7000000	6000000	8000000	9000000	6000000	8000000	10000000	16000000	17000000	21000000	25000000	29000000	36000000	58000000	46000000	46000000	55000000	49000000	57000000	87000000	79000000	115000000	109000000	127000000	110000000	123000000	120000000	106000000	109000000	80000000	61000000	62000000	56000000	43000000	44000000	44000000	62000000	80000000	64000000	94000000	98000000	164000000	166000000	215000000	160000000	182000000	174000000	161000000	180000000	120000000	127000000	96000000
Liechtenstein	exports
Sri Lanka	exports	385000000	380000000	380000000	364000000	394000000	409000000	357000000	348000000	342000000	322000000	342000000	344000000	338000000	410000000	527000000	569000000	572000000	761000000	845000000	981000000	1062000000	1088000000	1031000000	1063000000	1467000000	1333000000	1215000000	1393000000	1476000000	1545000000	1912000000	1987000000	2455000000	2859000000	3208000000	3798000000	4095000000	4639000000	4809000000	4594000000	5430000000	4816000000	4699000000	5125000000	5757000000	6347000000	6886000000	7740000000	8452000000	7345000000	8602000000	10236000000	9380000000	10208000000	11298000000	10505000000	10310000000	11360000000	11900000000
Lesotho	exports	4000000	4000000	5000000	5000000	6000000	7000000	6000000	6000000	5000000	7000000	6000000	4000000	8000000	13000000	14000000	12000000	17000000	14000000	32000000	45000000	58000000	50000000	37000000	31000000	29000000	23000000	26000000	47000000	64000000	66000000	62000000	67000000	109000000	133000000	143000000	160000000	187000000	196000000	194000000	172000000	220000000	280000000	358000000	476000000	708000000	651000000	718000000	830000000	884000000	734000000	878000000	1172000000	972000000	847000000	826000000	844000000	884000000	1028000000	1230000000
Lithuania	exports																																	2029000000	2025000000	2030000000	2705000000	3355000000	3860000000	3710000000	3004000000	3810000000	4583000000	5475000000	7162000000	9302000000	11807000000	14142000000	17144000000	23646000000	16454000000	20748000000	28050000000	29611000000	32598000000	32318000000	25393000000	25010000000	29901000000	33407000000
Luxembourg	exports																																								8203000000	8378000000	9759000000	10214000000	13297000000	16250000000	19120000000	22980000000	22933000000	25694000000	21339000000	19748000000	20866000000	18833000000	18441000000	19106000000	17145000000	15815000000	15746000000	16208000000
Latvia	exports																																	778000000	998000000	991000000	1305000000	1443000000	1672000000	1811000000	1723000000	1868000000	2001000000	2285000000	2893000000	4009000000	5161000000	6155000000	8308000000	10144000000	7702000000	9532000000	13130000000	14112000000	14467000000	14529000000	12130000000	12147000000	14013000000	15643000000
Macao SAR, China	exports	11000000	14000000	17000000	21000000	22000000	21000000	24000000	25000000	28000000	37000000	42000000	49000000	72000000	100000000	110000000	133000000	188000000	219000000	258000000	389000000	613000000	686000000	722000000	763000000	913000000	906000000	1046000000	1402000000	1505000000	1643000000	1701000000	1665000000	1766000000	1787000000	1866000000	1997000000	1996000000	2148000000	2141000000	2200000000	2539000000	2300000000	2356000000	2581000000	2812000000	2476000000	2557000000	2543000000	1997000000	961000000	870000000	869000000	1021000000	1138000000	1241000000	1339000000	1257000000	1406000000	1510000000
St. Martin (French part)	exports																																																				127000000	131000000	164000000	132000000	129000000	132000000	123000000	165000000
Morocco	exports	354000000	342000000	349000000	384000000	432000000	430000000	428000000	424000000	450000000	485000000	488000000	502000000	643000000	910000000	1708000000	1543000000	1261000000	1302000000	1508000000	1959000000	2441000000	2386000000	2062000000	2006000000	2171000000	2165000000	2433000000	2807000000	3626000000	3337000000	4265000000	4284000000	3973000000	3696000000	5556000000	6881000000	6881000000	7032000000	7153000000	7503000000	7432000000	7144000000	7849000000	8778000000	9925000000	11190000000	12744000000	15340000000	20345000000	14054000000	17771000000	21654000000	21446000000	21972000000	23920000000	22334000000	22839000000	25332000000	29074000000
Monaco	exports
Moldova	exports																																	470000000	483000000	565000000	745000000	795000000	875000000	630000000	465000000	472000000	568000000	644000000	790000000	985000000	1091000000	1052000000	1342000000	1591000000	1283000000	1541000000	2217000000	2162000000	2428000000	2340000000	1967000000	2045000000	2425000000	2707000000
Madagascar	exports	75000000	78000000	94000000	82000000	92000000	92000000	98000000	104000000	116000000	111000000	145000000	147000000	166000000	203000000	244000000	301000000	275000000	338000000	388000000	394000000	401000000	316000000	308000000	263000000	334000000	274000000	315000000	331000000	274000000	316000000	319000000	335000000	327000000	335000000	450000000	507000000	509000000	516000000	538000000	584000000	824000000	928000000	486000000	856000000	992000000	855000000	985000000	1238000000	1310000000	1052000000	1149000000	1590000000	1516000000	1923000000	2196000000	2048000000	2254000000	2848000000	3052000000
Maldives	exports	2000000	2000000	2000000	2000000	2000000	2000000	2000000	3000000	2000000	3000000	4000000	4000000	3000000	4000000	4000000	3000000	3000000	3000000	4000000	5000000	8000000	9000000	10000000	13000000	18000000	23000000	25000000	31000000	40000000	45000000	78000000	76000000	65000000	53000000	75000000	85000000	80000000	90000000	96000000	91000000	109000000	110000000	132000000	152000000	181000000	162000000	225000000	228000000	331000000	169000000	198000000	346000000	314000000	331000000	301000000	240000000	256000000	318000000	350000000
Mexico	exports	764000000	826000000	930000000	985000000	1054000000	1145000000	1199000000	1145000000	1254000000	1430000000	1402000000	1504000000	1694000000	2250000000	2958000000	2904000000	3417000000	4167000000	6005000000	8982000000	18031000000	23307000000	24055000000	25953000000	29101000000	26757000000	21804000000	27600000000	30691000000	35171000000	40711000000	42688000000	46196000000	51886000000	60882000000	79542000000	96000000000	1.10431E+11	1.1746E+11	1.36391E+11	1.66367E+11	1.58547E+11	1.60682E+11	1.65396E+11	1.8798E+11	2.14207E+11	2.49961E+11	2.71821E+11	2.91265E+11	2.29712E+11	2.98305E+11	3.49569E+11	3.7077E+11	3.80015E+11	3.96912E+11	3.8055E+11	3.73947E+11	4.09401E+11	4.50572E+11
Marshall Islands	exports																													2000000	2000000	3000000	11000000	9000000	8000000	22000000	23000000	19000000	16000000	6000000	8000000	9000000	13000000	14000000	15000000	20000000	25000000	18000000	18000000	20000000	21000000	32000000	50000000	107000000	65000000	55000000	47000000	53000000	59000000	61000000
North Macedonia	exports																																	1199000000	1055000000	1086000000	1204000000	1147000000	1237000000	1311000000	1191000000	1323000000	1158000000	1116000000	1367000000	1676000000	2041000000	2401000000	3398000000	3991000000	2708000000	3351000000	4478000000	4015000000	4299000000	4964000000	4530000000	4855000000	5684000000	6908000000
Mali	exports	13000000	14000000	10000000	11000000	17000000	16000000	13000000	11000000	11000000	17000000	33000000	29000000	34000000	58000000	64000000	53000000	84000000	125000000	112000000	148000000	205000000	154000000	145000000	165000000	132000000	123000000	211000000	178000000	214000000	246000000	359000000	312000000	342000000	478000000	335000000	441000000	433000000	561000000	556000000	571000000	545000000	725000000	874000000	928000000	976000000	1101000000	1550000000	1556000000	2097000000	1774000000	1996000000	2374000000	2610000000	2339000000	2776000000	2717000000	2826000000	2907000000	2943000000
Malta	exports	11000000	13000000	12000000	15000000	19000000	24000000	30000000	27000000	34000000	38000000	39000000	46000000	68000000	98000000	134000000	166000000	228000000	289000000	342000000	424000000	483000000	449000000	411000000	363000000	394000000	400000000	497000000	605000000	714000000	844000000	1133000000	1234000000	1540000000	1355000000	1570000000	1914000000	1731000000	1641000000	1834000000	1978000000	2453000000	1822000000	2028000000	2252000000	2517000000	2399000000	2796000000	3437000000	3481000000	2857000000	3586000000	4386000000	4250000000	3637000000	2929000000	2607000000	3146000000	2516000000	3012000000
Myanmar	exports	224000000	221000000	265000000	270000000	233000000	225000000	194000000	124000000	111000000	132000000	108000000	125000000	120000000	131000000	189000000	173000000	208000000	215000000	245000000	387000000	477000000	466000000	395000000	382000000	304000000	306000000	291000000	221000000	167000000	212000000	325000000	419000000	531000000	586000000	798000000	851000000	746000000	866000000	1065000000	1125000000	1620000000	2358000000	3015000000	2458000000	2355000000	3776000000	4539000000	6253000000	6882000000	6662000000	8661000000	9238000000	8877000000	11233000000	11453000000	11429000000	11831000000	13879000000	16795000000
Montenegro	exports																																															556000000	626000000	617000000	388000000	437000000	628000000	469000000	498000000	438000000	352000000	361000000	421000000	472000000
Mongolia	exports																					403000000	469000000	560000000	610000000	674000000	689000000	716000000	717000000	739000000	721000000	661000000	348000000	389000000	383000000	356000000	473000000	424000000	569000000	462000000	454000000	536000000	521000000	524000000	616000000	870000000	1065000000	1543000000	1889000000	2539000000	1903000000	2899000000	4818000000	4385000000	4269000000	5775000000	4669000000	4916000000	6201000000	7012000000
Northern Mariana Islands	exports																																			430000000	432000000	563000000	815000000	1085000000	1062000000	1017000000	959000000	825000000	838000000	826000000	691000000	509000000	329000000	115000000	9000000	5000000	2000000	4000000	4000000	2000000	2000000	6000000	7000000	5000000
Mozambique	exports	75000000	89000000	91000000	101000000	106000000	108000000	112000000	122000000	154000000	142000000	156000000	163000000	177000000	226000000	298000000	198000000	150000000	149000000	163000000	254000000	281000000	281000000	229000000	132000000	96000000	77000000	79000000	97000000	103000000	105000000	126000000	162000000	139000000	132000000	157000000	168000000	217000000	222000000	230000000	263000000	364000000	703000000	810000000	1045000000	1504000000	1783000000	2381000000	2412000000	2653000000	2147000000	3000000000	3604000000	3856000000	4024000000	4421000000	3413000000	3328000000	4725000000	5196000000
Mauritania	exports	2000000	2000000	3000000	16000000	46000000	58000000	69000000	70000000	72000000	76000000	89000000	94000000	100000000	155000000	180000000	176000000	178000000	157000000	123000000	147000000	194000000	261000000	233000000	292000000	291000000	374000000	360000000	428000000	354000000	437000000	469000000	439000000	425000000	423000000	410000000	488000000	491000000	429000000	387000000	358000000	355000000	355000000	332000000	318000000	440000000	625000000	1367000000	1454000000	1788000000	1364000000	2074000000	2749000000	2641000000	2652000000	1935000000	1389000000	1401000000	1722000000	1931000000
Mauritius	exports	39000000	62000000	64000000	90000000	77000000	66000000	71000000	63000000	64000000	66000000	69000000	66000000	106000000	137000000	312000000	298000000	265000000	309000000	325000000	381000000	431000000	332000000	364000000	366000000	372000000	436000000	662000000	884000000	994000000	986000000	1194000000	1195000000	1302000000	1299000000	1347000000	1538000000	1802000000	1592000000	1645000000	1554000000	1557000000	1628000000	1801000000	1898000000	1993000000	2143000000	2329000000	2238000000	2384000000	1939000000	2261000000	2565000000	2649000000	2869000000	3094000000	2662000000	2376000000	2342000000	2373000000
Malawi	exports	25000000	26000000	29000000	30000000	35000000	40000000	49000000	57000000	48000000	53000000	60000000	71000000	80000000	98000000	120000000	140000000	166000000	200000000	185000000	233000000	295000000	283000000	239000000	229000000	314000000	249000000	248000000	277000000	288000000	267000000	417000000	469000000	396000000	320000000	342000000	405000000	481000000	537000000	431000000	453000000	379000000	449000000	407000000	525000000	483000000	509000000	668000000	869000000	879000000	1188000000	1066000000	1425000000	1183000000	1208000000	1370000000	1080000000	1022000000	884000000	1013000000
