Country Name	type	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
South Africa	exports	1985000000	2139000000	2219000000	2359000000	2479000000	2547000000	2741000000	3011000000	3204000000	3357000000	3344000000	3483000000	4108000000	6064000000	8688000000	8789000000	7850000000	9904000000	12772000000	18258000000	25525000000	20658000000	17673000000	18508000000	17163000000	16293000000	18385000000	21219000000	21871000000	22191000000	23549000000	23279000000	23440000000	24222000000	25308000000	27853000000	29221000000	31027000000	26362000000	26707000000	29983000000	29258000000	29723000000	36482000000	46146000000	51626000000	58175000000	69784000000	80782000000	61677000000	91347000000	1.08815E+11	99606000000	96153000000	93043000000	80865000000	76312000000	88768000000	93982000000
Zambia	exports	362000000	335000000	335000000	361000000	470000000	527000000	691000000	654000000	759000000	1073000000	1001000000	1226000000	758000000	1144000000	1407000000	810000000	1070000000	896000000	856000000	1373000000	1298000000	1079000000	1024000000	836000000	652000000	784000000	517000000	873000000	1179000000	1347000000	1309000000	1083000000	756000000	826000000	927000000	1040000000	1037000000	915000000	1032000000	1063000000	892000000	987000000	956000000	980000000	1576000000	1810000000	3770000000	4617000000	5099000000	4312000000	7200000000	9001000000	9365000000	10607000000	9694000000	6607000000	6372000000	8007000000	9052000000
Zimbabwe	exports	173000000	200000000	204000000	210000000	385000000	452000000	280000000	272000000	263000000	325000000	370000000	404000000	515000000	688000000	863000000	932000000	891000000	877000000	888000000	1053000000	1414000000	1407000000	1275000000	1135000000	1155000000	1112000000	1302000000	1427000000	1642000000	1541000000	1726000000	1532000000	1445000000	1567000000	1884000000	2118000000	2406000000	2541000000	2111000000	1887000000	1925000000	1207000000	2012000000	1670000000	1887000000	1850000000	2000000000	2400000000	2200000000	2269000000	3199000000	3512000000	3882000000	3907000000	3866000000	3248000000	3319000000	3480000000	4514000000
Aruba	imports																											210447000	249832000	354748603.4	402067039.1	580837988.8	1402849162	1306033520	1395810056	1439273743	1596759777	2034748603	2115865922	1518156425	1993519553	2581564246	2371731844	2017150838	2397430168	3589162011	4287709497	4722793296	5126312849	6011061453	2448659218	1394245810	5916760000	2045531000	1376983000	1351229000	1253575000	1208147000
Afghanistan	imports	87000000	99000000	116000000	125000000	124000000	121000000	128000000	126000000	114000000	126000000	114000000	141000000	164000000	172000000	243000000	350000000	261000000	328000000	395000000	425000000	841000000	886000000	962000000	1064000000	1390000000	1194000000	1404000000	996000000	900000000	822000000	936000000	443000000	398000000	465000000	391000000	387000000	661000000	604000000	462000000	1012000000	1176000000	1696000000	2452000000	2101000000	2177000000	2471000000	2744000000	3022000000	3020000000	3336000000	5154000000	6515000000	9069000000	8554000000	7729000000	7723000000	6534000000	7580000000	7407000000
Angola	imports	128000000	114000000	136000000	147000000	164000000	195000000	207000000	275000000	303000000	321000000	368000000	445000000	392000000	579000000	614000000	429000000	353000000	720000000	885000000	1112000000	1328000000	1662000000	886000000	983000000	1256000000	1401000000	1086000000	1303000000	1372000000	1338000000	1578000000	1347000000	1988000000	1463000000	1454000000	1468000000	2040000000	2597000000	2079000000	3109000000	3040000000	3179000000	3760000000	5480000000	5832000000	8353000000	8778000000	13661000000	20982000000	22660000000	16667000000	20228000000	23717000000	26331000000	28580000000	20693000000	13041000000	14463000000	15442000000
Albania	imports	81000000	72000000	65000000	71000000	98000000																								318000000	387000000	380000000	410000000	541000000	572000000	604000000	714000000	938000000	646000000	829000000	1140000000	1091000000	1327000000	1504000000	1864000000	2309000000	2618000000	3058000000	4188000000	5251000000	4550000000	4406000000	5396000000	4882000000	4902000000	5230000000	4320000000	4669000000	5294000000	5941000000
Andorra	imports																																																							1556010081
United Arab Emirates	imports	160000000	170000000	170000000	180000000	205000000	225000000	237000000	240000000	280000000	307000000	267000000	309000000	482000000	821000000	1705000000	2685000000	3337000000	5055000000	5371000000	6966000000	8746000000	9646000000	9440000000	8294000000	6936000000	6549000000	6422000000	7226000000	8522000000	10010000000	11199000000	13746000000	17410000000	20994000000	22775000000	23778000000	30563000000	34107000000	32588000000	31721000000	35009000000	37293000000	42652000000	52074000000	72082000000	84654000000	1.00057E+11	1.50123E+11	2.00327E+11	1.70121E+11	1.87001E+11	2.29932E+11	2.56528E+11	2.70579E+11	2.76025E+11	2.63E+11	2.71E+11	2.68E+11	2.53E+11
Argentina	imports	1249000000	1460000000	1357000000	981000000	1077000000	1199000000	1124000000	1096000000	1169000000	1576000000	1694000000	1868000000	1905000000	2230000000	3635000000	3947000000	3033000000	4162000000	3834000000	6700000000	10541000000	9430000000	5337000000	4504000000	4585000000	3814000000	4724000000	5818000000	5322000000	4203000000	4076000000	8275000000	14872000000	16784000000	21527000000	20122000000	23762000000	30450000000	31404000000	25508000000	25154000000	20320000000	8990000000	13834000000	22445000000	28689000000	34152000000	44706000000	57462000000	38786000000	56793000000	74319000000	67974000000	74442000000	65735000000	60205000000	55852000000	66930000000	65443000000
Armenia	imports																																	206000000	254000000	394000000	674000000	856000000	892000000	902000000	800000000	882000000	874000000	987000000	1280000000	1351000000	1802000000	2192000000	3268000000	4426000000	3321000000	3783000000	4145000000	4261000000	4477000000	4401000000	3239000000	3273000000	4189000000	4963000000
American Samoa	imports	5000000	4000000	8000000	14000000	10000000	10000000	6000000	4000000	12000000	12000000	18000000	20000000	24000000	36000000	47000000	53000000	51000000	55000000	73000000	40000000	95000000	234000000	198000000	227000000	284000000	296000000	313000000	346000000	339000000	378000000	360000000	372000000	418000000	467000000	498000000	416000000	471000000	529000000	498000000	453000000	506000000	507000000	486000000	611000000	589000000	506000000	566000000	460000000	568000000	482000000	361000000	345000000	396000000	479000000	611000000	675000000	675000000	615000000	630000000
Antigua and Barbuda	imports	9000000	11000000	13000000	13000000	13000000	19000000	26000000	23000000	25000000	29000000	36000000	44000000	47000000	48000000	70000000	67000000	35000000	34000000	41000000	63000000	88000000	111000000	139000000	109000000	132000000	166000000	207000000	247000000	250000000	192000000	255000000	295000000	312000000	323000000	342000000	346000000	365000000	379000000	385000000	414000000	407000000	386000000	400000000	422000000	454000000	506000000	624000000	728000000	743000000	534000000	501000000	430000000	492000000	503000000	532000000	449000000	443000000	554000000	501000000
Australia	imports	2662000000	2369000000	2540000000	2776000000	3318000000	3762000000	3612000000	3924000000	4366000000	4538000000	5056000000	5228000000	5028000000	7393000000	11982000000	10697000000	12232000000	13511000000	15567000000	18191000000	22399000000	26215000000	26667000000	21458000000	25919000000	25889000000	26104000000	29318000000	36095000000	44933000000	41985000000	41648000000	43807000000	45577000000	53425000000	61283000000	65427000000	65892000000	64630000000	69158000000	71529000000	63888000000	72690000000	89084000000	1.09384E+11	1.25281E+11	1.39253E+11	1.65336E+11	2.00273E+11	1.65471E+11	2.01639E+11	2.43701E+11	2.6094E+11	2.4214E+11	2.36965E+11	2.08791E+11	1.96192E+11	2.28772E+11	2.35691E+11
Austria	imports	1416000000	1485000000	1552000000	1675000000	1863000000	2101000000	2328000000	2309000000	2496000000	2825000000	3549000000	4190000000	5216000000	7119000000	9022000000	9394000000	11523000000	14245000000	16019000000	20252000000	24444000000	21043000000	19502000000	19423000000	19629000000	20986000000	26863000000	32724000000	36223000000	38980000000	49146000000	50815000000	54112000000	49126000000	55233000000	66237000000	68505000000	65739000000	69504000000	71321000000	72394000000	74633000000	78299000000	99532000000	1.19905E+11	1.27327E+11	1.37212E+11	1.63037E+11	1.84293E+11	1.43063E+11	1.59009E+11	1.91417E+11	1.78513E+11	1.83277E+11	1.82076E+11	1.56046E+11	1.57697E+11	1.75755E+11	1.93323E+11
Azerbaijan	imports																																	998000000	636000000	778000000	668000000	961000000	794000000	1076000000	1036000000	1172000000	1431000000	1666000000	2626000000	3516000000	4350000000	5269000000	6045000000	7574000000	6514000000	6746000000	10166000000	10417000000	10321000000	9188000000	9217000000	8489000000	8782000000	11000000000
Burundi	imports	21000000	17000000	19000000	18000000	17000000	18000000	20000000	20000000	23000000	21000000	22000000	30000000	32000000	31000000	43000000	62000000	58000000	74000000	98000000	152000000	168000000	161000000	213000000	182000000	186000000	189000000	202000000	212000000	204000000	187000000	231000000	255000000	221000000	196000000	224000000	234000000	127000000	121000000	158000000	118000000	148000000	139000000	129000000	157000000	176000000	269000000	431000000	319000000	403000000	402000000	509000000	752000000	751000000	811000000	769000000	722000000	616000000	755000000	811000000
Belgium	imports																																								1.6481E+11	1.77511E+11	1.78664E+11	1.98311E+11	2.34945E+11	2.85621E+11	3.187E+11	3.51635E+11	4.11558E+11	4.66307E+11	3.53364E+11	3.91177E+11	4.66943E+11	4.39128E+11	4.51677E+11	4.537E+11	3.7553E+11	3.79377E+11	4.08915E+11	4.50116E+11
Benin	imports	31000000	25000000	27000000	33000000	31000000	34000000	33000000	48000000	50000000	55000000	64000000	77000000	92000000	112000000	147000000	188000000	219000000	268000000	311000000	320000000	331000000	543000000	464000000	318000000	288000000	331000000	387000000	349000000	568000000	421000000	265000000	241000000	578000000	571000000	431000000	746000000	654000000	681000000	736000000	749000000	613000000	623000000	725000000	892000000	894000000	1018000000	1228000000	2037000000	2289000000	2064000000	2054000000	2129000000	2339000000	3010000000	3828000000	2561000000	2872000000	3557000000	3808000000
Burkina Faso	imports	11000000	28000000	35000000	37000000	40000000	37000000	38000000	36000000	44000000	54000000	49000000	56000000	69000000	98000000	144000000	151000000	144000000	209000000	227000000	301000000	359000000	338000000	347000000	291000000	253000000	332000000	405000000	434000000	454000000	391000000	536000000	533000000	466000000	509000000	349000000	455000000	647000000	587000000	732000000	678000000	611000000	656000000	739000000	925000000	1270000000	1260000000	1319000000	1678000000	2018000000	1870000000	2048000000	2406000000	3575000000	4365000000	3576000000	3080000000	3345000000	3895000000	4347000000
Bangladesh	imports													683000000	986000000	1078000000	1321000000	952000000	1163000000	1513000000	1908000000	2599000000	2699000000	2464000000	2165000000	2825000000	2542000000	2546000000	2715000000	3041000000	3650000000	3618000000	3412000000	3732000000	3994000000	4602000000	6694000000	7032000000	7263000000	7495000000	8331000000	8883000000	9018000000	8592000000	10434000000	12036000000	13889000000	16034000000	18596000000	23860000000	21833000000	27821000000	36214000000	34173000000	37085000000	41119000000	42047000000	44832000000	52836000000	61500000000
Bulgaria	imports	633000000	666000000	785000000	933000000	1062000000	1178000000	1479000000	1572000000	1782000000	1750000000	1831000000	2120000000	2567000000	3239000000	4326000000	5949000000	6228000000	6329000000	7651000000	8514000000	9670000000	10800000000	11540000000	12290000000	12720000000	13630000000	15200000000	16160000000	16700000000	15180000000	5100000000	3790000000	4220000000	4900000000	4585000000	5660000000	5075000000	4930000000	4949000000	5478000000	6544000000	7279000000	7954000000	10871000000	14453000000	18163000000	23270000000	29961000000	36908000000	23539000000	25513000000	32582000000	32710000000	34303000000	34651000000	29206000000	28933000000	34184000000	37901000000
Bahrain	imports	180000000	186000000	201000000	186000000	180000000	168000000	176000000	206000000	193000000	209000000	247000000	312000000	376000000	512000000	1127000000	1189000000	1668000000	2029000000	2045000000	2480000000	3483000000	4124000000	3614000000	3262000000	3480000000	3107000000	2405000000	2714000000	2593000000	3134000000	3712000000	4115000000	4263000000	3857000000	3761000000	3715000000	4272000000	4026000000	3566000000	3698000000	4633000000	4306000000	5013000000	5657000000	7385000000	9393000000	10515000000	11488000000	14980000000	10100000000	12260000000	12730000000	12830000000	14350000000	13350000000	10600000000	9169000000	10848000000	13100000000
Bahamas, The	imports	66000000	85000000	69000000	79000000	100000000	105000000	139000000	163000000	176000000	296000000	337000000	511000000	485000000	764000000	1908000000	2697000000	3125000000	3568000000	3150000000	3514000000	7546000000	7284000000	6349000000	4616000000	4098000000	3078000000	3289000000	3080000000	2291000000	3137000000	1112000000	1091000000	1038000000	954000000	1056000000	1243000000	1366000000	1666000000	1873000000	1757000000	2074000000	1912000000	1728000000	1762000000	1905000000	2312000000	2727000000	2956000000	3199000000	2535000000	2591000000	2966000000	3386000000	3166000000	3344000000	2954000000	2632000000	3108000000	3560000000
Bosnia and Herzegovina	imports																																	360000000	365000000	894000000	1082000000	1882000000	2333000000	2910000000	3305000000	3107000000	3354000000	3872000000	4801000000	5915000000	7070000000	7345000000	9720000000	12189000000	8773000000	9223000000	11051000000	10019000000	10295000000	10990000000	8989000000	9140000000	10480000000	12000000000
Belarus	imports																																	3495000000	2539000000	3066000000	5564000000	6939000000	8689000000	8549000000	6674000000	8646000000	8286000000	9092000000	11558000000	16491000000	16708000000	22351000000	28693000000	39381000000	28569000000	34884000000	45759000000	46404000000	43023000000	40614000000	30292000000	27610000000	34235000000	38391000000
Belize	imports	13000000	16000000	22000000	19000000	22000000	24000000	27000000	26000000	27000000	30000000	33000000	36000000	43000000	44000000	64000000	88000000	73000000	90000000	106000000	132000000	150000000	162000000	128000000	112000000	130000000	128000000	122000000	143000000	181000000	216000000	211000000	256000000	274000000	281000000	260000000	257000000	255000000	286000000	295000000	370000000	524000000	517000000	525000000	552000000	520000000	593000000	660000000	684000000	837000000	669000000	706000000	831000000	861000000	928000000	962000000	991000000	953000000	916000000	960000000
Bermuda	imports																					312000000	323000000	351000000	378000000	414000000	403000000	440000000	420000000	488000000	535000000	595000000	510000000	562000000	534000000	551000000	550000000	569000000	619000000	629000000	712000000	720000000	720000000	747000000	833000000	988000000	985000000	1094000000	1167000000	1159000000	1064000000	972000000	900000000	900000000	1012000000	962000000	934000000	980000000	1095000000	1000000000
Bolivia	imports	71000000	78000000	97000000	103000000	103000000	134000000	138000000	151000000	153000000	165000000	159000000	170000000	185000000	230000000	390000000	558000000	555000000	618000000	808000000	894000000	665000000	917000000	554000000	577000000	489000000	691000000	674000000	766000000	591000000	611000000	687000000	970000000	1090000000	1206000000	1209000000	1424000000	1635000000	1851000000	1983000000	1755000000	1830000000	1708000000	1775000000	1616000000	1877000000	2431000000	2916000000	3586000000	5081000000	4545000000	5590000000	7927000000	8578000000	9338000000	10519000000	9602000000	8479000000	9304000000	9932000000
Brazil	imports	1462000000	1460000000	1475000000	1487000000	1263000000	1096000000	1496000000	1667000000	2132000000	2265000000	2849000000	3701000000	4783000000	6999000000	14168000000	13592000000	13726000000	13257000000	15054000000	19804000000	24961000000	24079000000	21069000000	16801000000	15210000000	14332000000	15557000000	16581000000	16055000000	19885000000	22522000000	22947000000	23116000000	27604000000	36192000000	54137000000	56981000000	64242000000	60652000000	51767000000	58643000000	58382000000	49723000000	50881000000	66433000000	77628000000	95838000000	1.26645E+11	1.82377E+11	1.33677E+11	1.91537E+11	2.36964E+11	2.33398E+11	2.50556E+11	2.39156E+11	1.78832E+11	1.43411E+11	1.57543E+11	1.88718E+11
Barbados	imports	49000000	47000000	52000000	58000000	64000000	68000000	76000000	77000000	84000000	97000000	118000000	124000000	141000000	168000000	204000000	217000000	237000000	273000000	314000000	425000000	524000000	571000000	551000000	616000000	657000000	607000000	587000000	515000000	582000000	673000000	704000000	699000000	524000000	577000000	615000000	771000000	833000000	996000000	1010000000	1108000000	1156000000	1087000000	1039000000	1195000000	1413000000	1604000000	1697000000	1746000000	1920000000	1449000000	1569000000	1805000000	1780000000	1759000000	1739000000	1618000000	1622000000	1600000000	1585000000
Brunei Darussalam	imports	17000000	16000000	16000000	21000000	31000000	36000000	51000000	45000000	69000000	73000000	84000000	299000000	106000000	132000000	185000000	273000000	260000000	279000000	281000000	396000000	572000000	594000000	731000000	724000000	626000000	615000000	656000000	641000000	744000000	859000000	1001000000	1208000000	1482000000	1822000000	1854000000	2091000000	2494000000	2203000000	1552000000	1342000000	1107000000	1159000000	1556000000	1327000000	1422000000	1491000000	1676000000	2101000000	2572000000	2449000000	2538000000	3629000000	3572000000	3612000000	3599000000	3229000000	2679000000	3085000000	5230000000
Bhutan	imports																					50000000	68000000	68000000	72000000	73000000	84000000	93000000	87000000	127000000	90000000	81000000	83000000	125000000	90000000	92000000	112000000	128000000	137000000	134000000	182000000	175000000	191000000	197000000	249000000	411000000	386000000	420000000	526000000	543000000	529000000	854000000	1043000000	991000000	909000000	932000000	1061000000	1002000000	1029000000	1020000000
Botswana	imports	9000000	8000000	11000000	12000000	13000000	23000000	26000000	31000000	33000000	46000000	57000000	83000000	110000000	166000000	184000000	216000000	209000000	286000000	371000000	538000000	692000000	797000000	689000000	735000000	697000000	580000000	713000000	937000000	1196000000	1500000000	1946000000	1947000000	1861000000	1771000000	1640000000	1911000000	1723000000	2258000000	2251000000	2198000000	2081000000	1809000000	1845000000	2448000000	3231000000	3161000000	3086000000	4067000000	5211000000	4728000000	5657000000	7272000000	8025000000	8352000000	8078000000	7249000000	6140000000	5329000000	5905000000
Central African Republic	imports	20000000	22000000	25000000	26000000	30000000	27000000	35000000	44000000	40000000	38000000	34000000	33000000	34000000	52000000	46000000	69000000	55000000	63000000	57000000	70000000	81000000	95000000	123000000	77000000	87000000	113000000	167000000	204000000	201000000	150000000	154000000	92000000	145000000	125000000	139000000	175000000	141000000	141000000	146000000	131000000	117000000	107000000	120000000	118000000	151000000	175000000	203000000	249000000	300000000	270000000	300000000	310000000	323000000	213000000	406000000	346000000	404000000	368000000	419000000
Canada	imports	6073000000	6062000000	6220000000	6445000000	7402000000	8622000000	10062000000	10819000000	12280000000	14019000000	14286000000	16472000000	20038000000	24713000000	34248000000	36107000000	40243000000	42083000000	46278000000	56642000000	62544000000	70010000000	58128000000	64789000000	77789000000	80640000000	85494000000	92593000000	1.12711E+11	1.19792E+11	1.23244E+11	1.24782E+11	1.29262E+11	1.39035E+11	1.55072E+11	1.68426E+11	1.75158E+11	2.00873E+11	2.06066E+11	2.20183E+11	2.44786E+11	2.27291E+11	2.27499E+11	2.45021E+11	2.79931E+11	3.22411E+11	3.59E+11	3.90188E+11	4.19011E+11	3.29907E+11	4.0269E+11	4.6364E+11	4.76296E+11	4.75777E+11	4.74392E+11	4.29424E+11	4.13175E+11	4.42184E+11	4.69E+11
Central Europe and the Baltics	imports																																	73268213582	80313000000	90637000000	1.19166E+11	1.38026E+11	1.49846E+11	1.63107E+11	1.59373E+11	1.77372E+11	1.92101E+11	2.15355E+11	2.76243E+11	3.59397E+11	4.11452E+11	5.07839E+11	6.52922E+11	7.85685E+11	5.51666E+11	6.43069E+11	7.77782E+11	7.36107E+11	7.68026E+11	8.04016E+11	7.09743E+11	7.24389E+11	8.34335E+11	9.46524E+11
Switzerland	imports	2206000000	2663000000	2970000000	3199000000	3554000000	3643000000	3888000000	4067000000	4442000000	5199000000	6374000000	7191000000	8468000000	11626000000	14445000000	13303000000	14775000000	17940000000	23804000000	29356000000	36341000000	30697000000	28678000000	29192000000	29522000000	30696000000	41051000000	50652000000	56363000000	58194000000	69681000000	66485000000	65723000000	60828000000	67997000000	80152000000	78224000000	75960000000	80094000000	79857000000	82521000000	84102000000	87189000000	1.00239E+11	1.15799E+11	1.26574E+11	1.414E+11	1.6118E+11	1.83574E+11	1.55378E+11	1.76281E+11	2.0822E+11	2.95961E+11	3.21509E+11	2.75741E+11	2.5311E+11	2.70068E+11	2.69796E+11	2.79288E+11
Channel Islands	imports
Chile	imports	625000000	711000000	680000000	663000000	723000000	718000000	892000000	819000000	852000000	1028000000	1063000000	1109000000	1086000000	1290000000	2148000000	1525000000	1864000000	2539000000	3408000000	4808000000	5797000000	7181000000	3989000000	3085000000	3574000000	3072000000	3436000000	4396000000	5292000000	7233000000	7940000000	8171000000	10183000000	11133000000	11820000000	15898000000	19199000000	20822000000	19882000000	15987000000	18507000000	17429000000	17091000000	19322000000	24794000000	32735000000	38406000000	47164000000	62787000000	42806000000	59207000000	74695000000	80073000000	79353000000	72852000000	62388000000	58782000000	65062000000	74189000000
China	imports	2648000000	1747000000	1373000000	1450000000	1710000000	2246000000	2482000000	2169000000	2068000000	1917000000	2279000000	2129000000	2851000000	5208000000	7791000000	7926000000	6660000000	7148000000	11131000000	15621000000	19941000000	22014000000	19285000000	21390000000	27410000000	42252000000	42904000000	43216000000	55268000000	59142000000	53345000000	63791000000	80585000000	1.03959E+11	1.15615E+11	1.32084E+11	1.38833E+11	1.4237E+11	1.40237E+11	1.65699E+11	2.25094E+11	2.43553E+11	2.9517E+11	4.1276E+11	5.61229E+11	6.59953E+11	7.91461E+11	9.56116E+11	1.13257E+12	1.00592E+12	1.39625E+12	1.74348E+12	1.81841E+12	1.94999E+12	1.95923E+12	1.67957E+12	1.58793E+12	1.84379E+12	2.13591E+12
Cote d'Ivoire	imports	131000000	169000000	156000000	170000000	235000000	236000000	254000000	264000000	307000000	333000000	388000000	400000000	454000000	710000000	969000000	1127000000	1296000000	1756000000	2326000000	2491000000	2967000000	2382000000	2180000000	1839000000	1496000000	1749000000	2055000000	2370000000	2079000000	2111000000	2097000000	2103000000	2352000000	2115000000	1917000000	2931000000	2902000000	2781000000	2991000000	2898000000	2482000000	2548000000	2599000000	3279000000	4715000000	5865000000	5820000000	6683000000	7884000000	6960000000	7849000000	6720000000	9770000000	12483000000	11178000000	9532000000	8404000000	9605000000	10968000000
Cameroon	imports	84000000	96000000	102000000	128000000	116000000	134000000	131000000	177000000	188000000	204000000	242000000	251000000	303000000	334000000	437000000	599000000	613000000	735000000	1056000000	1275000000	1602000000	1427000000	1211000000	1224000000	1112000000	1151000000	1704000000	1723000000	1274000000	1261000000	1400000000	1173000000	1163000000	1102000000	1083000000	1199000000	1227000000	1359000000	1495000000	1318000000	1489000000	1852000000	1866000000	2163000000	2406000000	2735000000	3150000000	4657000000	5686000000	4442000000	5133000000	6800000000	6515000000	6649000000	7553000000	6045000000	5206000000	5105000000	5851000000
Congo, Dem. Rep.	imports	235000000	200000000	86000000	131000000	87000000	97000000	104000000	78000000	103000000	132000000	179000000	203000000	208000000	251000000	349000000	300000000	224000000	203000000	196000000	199000000	1519000000	1421000000	1297000000	1213000000	1176000000	1247000000	1283000000	1774000000	1610000000	1925000000	1739000000	1304000000	935000000	614000000	667000000	871000000	1089000000	770000000	1102000000	568000000	683000000	790000000	1081000000	1495000000	2051000000	2690000000	2892000000	3400000000	4300000000	3900000000	4500000000	5500000000	6100000000	6300000000	7087000000	6300000000	4800000000	4900000000	5200000000
Congo, Rep.	imports	70000000	79000000	76000000	64000000	67000000	67000000	72000000	84000000	86000000	80000000	59000000	82000000	104000000	128000000	127000000	170000000	172000000	208000000	259000000	291000000	580000000	446000000	767000000	648000000	618000000	598000000	597000000	529000000	564000000	518000000	621000000	594000000	451000000	581000000	631000000	670000000	1551000000	926000000	680000000	821000000	465000000	682000000	675000000	831000000	969000000	1304000000	2013000000	2530000000	3050000000	2900000000	4000000000	5007000000	5485000000	6249000000	6883000000	5787000000	5071000000	3745000000	3470000000
Colombia	imports	517000000	557000000	541000000	508000000	586000000	454000000	675000000	497000000	643000000	685000000	843000000	929000000	859000000	1062000000	1597000000	1495000000	1662000000	1880000000	2971000000	3364000000	4739000000	5201000000	5480000000	4963000000	4498000000	4141000000	3862000000	4322000000	5002000000	5004000000	5589000000	4959000000	6579000000	9832000000	11883000000	13853000000	13684000000	15378000000	14635000000	10659000000	11539000000	12834000000	12711000000	13889000000	16746000000	21204000000	26162000000	32897000000	39669000000	32898000000	40486000000	54233000000	59048000000	59397000000	64029000000	54058000000	44890000000	46076000000	51233000000
Comoros	imports	4000000	4000000	4000000	5000000	6000000	7000000	7000000	7000000	7000000	8000000	9000000	10000000	12000000	15000000	26000000	23000000	13000000	16000000	19000000	29000000	29000000	32000000	33000000	34000000	43000000	36000000	37000000	52000000	53000000	43000000	52000000	58000000	69000000	59000000	53000000	63000000	57000000	55000000	54000000	55000000	43000000	51000000	53000000	70000000	86000000	99000000	115000000	138000000	180000000	210000000	233000000	277000000	273000000	284000000	278000000	214000000	219000000	252000000	301000000
Cabo Verde	imports	12000000	6000000	7000000	4000000	7000000	6000000	6000000	7000000	7000000	11000000	16000000	20000000	24000000	34000000	34000000	40000000	30000000	38000000	53000000	53000000	68000000	71000000	72000000	87000000	83000000	84000000	107000000	100000000	106000000	112000000	136000000	147000000	180000000	154000000	209000000	252000000	234000000	235000000	228000000	246000000	230000000	234000000	276000000	351000000	431000000	438000000	542000000	750000000	825000000	709000000	742000000	947000000	766000000	725000000	768000000	604000000	666000000	789000000	816000000
Costa Rica	imports	110000000	107000000	113000000	124000000	139000000	178000000	179000000	191000000	214000000	245000000	317000000	350000000	373000000	455000000	720000000	694000000	770000000	1021000000	1166000000	1397000000	1540000000	1209000000	889000000	988000000	1094000000	1098000000	1148000000	1383000000	1410000000	1717000000	1990000000	1877000000	2441000000	3515000000	3789000000	4090000000	4327000000	4970000000	6239000000	6355000000	6389000000	6569000000	7188000000	7663000000	8268000000	9824000000	11548000000	12952000000	15372000000	11395000000	13570000000	16220000000	17591000000	18127000000	17509000000	16273000000	15456000000	15322000000	16159000000
Caribbean small states	imports	825000000	889000000	901000000	939000000	1130000000	1225000000	1315000000	1347000000	1383000000	1672000000	1934000000	2302000000	2517000000	2946000000	5638000000	6408000000	7189000000	7521000000	7350000000	8207000000	13850000000	14071000000	13372000000	10599000000	9003000000	7528000000	7540000000	7513000000	7067000000	8701000000	6842000000	7336000000	6664000000	7502000000	7336000000	9074000000	9907000000	11709000000	11691000000	11304000000	12970000000	12949000000	12922000000	13927000000	15691000000	18715000000	21323000000	24547000000	29335000000	21413000000	21679000000	27229000000	27681000000	31060000000	29265000000	25786000000	23048000000	23328000000	25895000000
Cuba	imports	638000000	703000000	759000000	867000000	1019000000	866000000	926000000	999000000	1102000000	1222000000	1311000000	1387000000	1292000000	1793000000	2648000000	3883000000	4066000000	4700000000	4780000000	5085000000	6505000000	6545000000	6637000000	7211000000	8167000000	7983000000	9173000000	7612000000	7579000000	7526000000	4600000000	2600000000	1500000000	1500000000	2055000000	2825000000	3205000000	3987000000	4197000000	4365000000	4843000000	4839000000	4176000000	4673000000	5615000000	8084000000	10258000000	10886000000	15373000000	9619000000	11496000000	14243000000	13869000000	14707000000	13037000000	11702000000	10270000000	10120000000	10030000000
Curacao	imports																																																				2130000000	2254000000	1906000000	1819000000	1532000000	1432000000	1478000000	1820000000
Cayman Islands	imports																																														1172000000	1048000000	1054000000	1130000000	936000000	872000000	962000000	960000000	980000000	1023000000	986000000	1023000000	1051000000	1180000000
Cyprus	imports	104000000	107000000	126000000	132000000	105000000	144000000	155000000	165000000	170000000	208000000	236000000	260000000	317000000	451000000	407000000	308000000	432000000	623000000	758000000	1010000000	1202000000	1166000000	1223000000	1219000000	1364000000	1247000000	1272000000	1484000000	1859000000	2288000000	2568000000	2620000000	3313000000	2533000000	3017000000	3690000000	3979000000	3655000000	3685000000	3618000000	3846000000	3923000000	4086000000	4466000000	5502000000	6316000000	6928000000	8615000000	10644000000	7835000000	8569000000	8678000000	7296000000	6314000000	7995000000	7023000000	7830000000	9231000000	10707000000
Czech Republic	imports																																		14615000000	17310000000	25085000000	27800000000	27105000000	28340000000	28463000000	31974000000	36297000000	40656000000	51728000000	69967000000	76512000000	93191000000	1.18169E+11	1.42038E+11	1.05048E+11	1.26652E+11	1.52125E+11	1.41412E+11	1.44259E+11	1.54237E+11	1.41364E+11	1.4304E+11	1.63352E+11	1.83797E+11
